,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,road_temp_set_2,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
188,36.4,2018-08-03 00:53:00,S,43.1,38.5,9.67,27.45,170.0,31.0,2.22,5.83,28.4,CTFPE,4695,-120.79,40.39
189,36.6,2018-08-03 01:08:00,SW,41.4,36.9,9.49,27.29,220.0,31.0,2.22,5.56,28.2,CTFPE,4695,-120.79,40.39
190,36.7,2018-08-03 01:24:00,SW,39.7,35.6,9.79,27.19,220.0,32.0,0.56,3.89,28.0,CTFPE,4695,-120.79,40.39
191,36.7,2018-08-03 01:38:00,SSE,37.6,34.5,8.99,26.56,155.0,32.0,2.5,5.28,27.1,CTFPE,4695,-120.79,40.39
192,36.7,2018-08-03 01:54:00,SSE,35.9,33.4,8.55,,165.0,32.0,1.67,4.17,26.6,CTFPE,4695,-120.79,40.39
193,36.7,2018-08-03 02:23:00,NNW,33.4,31.6,7.86,,340.0,33.0,0.56,3.06,25.3,CTFPE,4695,-120.79,40.39
194,36.6,2018-08-03 02:38:00,NW,32.4,30.7,7.15,,305.0,34.0,0.28,2.5,24.0,CTFPE,4695,-120.79,40.39
195,36.5,2018-08-03 02:53:00,NNW,31.3,29.9,6.47,,335.0,36.0,0.56,2.22,22.3,CTFPE,4695,-120.79,40.39
196,36.4,2018-08-03 03:08:00,NW,30.3,29.1,5.91,,310.0,38.0,0.56,0.83,20.8,CTFPE,4695,-120.79,40.39
197,36.3,2018-08-03 03:23:00,NW,29.3,28.4,5.21,,325.0,39.0,0.56,1.39,19.6,CTFPE,4695,-120.79,40.39
198,36.1,2018-08-03 03:38:00,,28.5,27.9,4.67,,,40.0,0.0,0.56,18.6,CTFPE,4695,-120.79,40.39
199,35.9,2018-08-03 03:53:00,,27.7,27.2,4.55,,,42.0,0.0,0.56,17.7,CTFPE,4695,-120.79,40.39
200,35.7,2018-08-03 04:08:00,W,27.2,26.7,4.35,,270.0,43.0,0.56,1.94,17.1,CTFPE,4695,-120.79,40.39
201,35.5,2018-08-03 04:23:00,WNW,26.6,26.1,4.95,,300.0,44.0,1.39,1.94,17.4,CTFPE,4695,-120.79,40.39
202,35.3,2018-08-03 04:38:00,WNW,26.1,25.8,5.59,,295.0,44.0,1.39,2.5,18.1,CTFPE,4695,-120.79,40.39
203,34.8,2018-08-03 05:08:00,W,25.2,25.0,5.22,,275.0,44.0,0.83,1.67,17.7,CTFPE,4695,-120.79,40.39
204,34.6,2018-08-03 05:23:00,,24.7,24.6,4.04,,,44.0,0.0,1.11,16.4,CTFPE,4695,-120.79,40.39
205,34.3,2018-08-03 05:38:00,,24.2,24.3,3.44,,,45.0,0.0,0.56,15.4,CTFPE,4695,-120.79,40.39
206,34.1,2018-08-03 05:53:00,,23.7,23.8,2.93,,,46.0,0.0,0.0,14.5,CTFPE,4695,-120.79,40.39
207,33.9,2018-08-03 06:08:00,,23.2,23.5,2.69,,,47.0,0.0,0.28,13.9,CTFPE,4695,-120.79,40.39
208,33.7,2018-08-03 06:23:00,ENE,22.8,23.1,2.41,,65.0,47.0,0.56,0.83,13.6,CTFPE,4695,-120.79,40.39
209,33.5,2018-08-03 06:38:00,NNE,22.4,22.6,2.14,,25.0,47.0,0.28,0.83,13.3,CTFPE,4695,-120.79,40.39
210,33.2,2018-08-03 06:53:00,,22.1,22.3,2.16,,,48.0,0.0,0.28,13.0,CTFPE,4695,-120.79,40.39
211,33.0,2018-08-03 07:08:00,,21.6,21.9,1.6,,,48.0,0.0,0.28,12.4,CTFPE,4695,-120.79,40.39
212,32.8,2018-08-03 07:23:00,,21.4,21.6,1.71,,,49.0,0.0,0.56,12.2,CTFPE,4695,-120.79,40.39
213,32.5,2018-08-03 07:38:00,,21.0,21.3,1.43,,,49.0,0.0,0.28,11.9,CTFPE,4695,-120.79,40.39
214,32.4,2018-08-03 07:53:00,,20.7,21.1,1.43,,,49.0,0.0,0.83,11.9,CTFPE,4695,-120.79,40.39
215,32.1,2018-08-03 08:08:00,NNW,20.4,20.8,1.62,,330.0,50.0,0.28,0.56,11.8,CTFPE,4695,-120.79,40.39
216,31.7,2018-08-03 08:38:00,NW,19.9,20.5,1.8,,320.0,52.0,0.28,0.56,11.4,CTFPE,4695,-120.79,40.39
217,31.5,2018-08-03 08:53:00,NW,19.7,20.2,1.71,,310.0,52.0,0.56,0.56,11.3,CTFPE,4695,-120.79,40.39
218,31.4,2018-08-03 09:08:00,NW,19.5,20.1,1.79,,305.0,53.0,0.28,0.56,11.1,CTFPE,4695,-120.79,40.39
219,31.1,2018-08-03 09:24:00,,19.2,19.8,1.61,,,53.0,0.0,0.83,10.9,CTFPE,4695,-120.79,40.39
220,30.9,2018-08-03 09:38:00,NW,18.9,19.5,1.4,,320.0,54.0,0.28,0.56,10.4,CTFPE,4695,-120.79,40.39
221,30.8,2018-08-03 09:54:00,,18.6,19.4,1.5,,,54.0,0.0,0.56,10.5,CTFPE,4695,-120.79,40.39
222,30.6,2018-08-03 10:08:00,NNW,18.5,19.2,1.4,,340.0,54.0,0.28,0.83,10.4,CTFPE,4695,-120.79,40.39
223,30.4,2018-08-03 10:23:00,NNW,18.3,19.0,1.5,,330.0,54.0,0.28,0.83,10.5,CTFPE,4695,-120.79,40.39
224,30.2,2018-08-03 10:38:00,WNW,18.0,18.8,1.4,,285.0,54.0,0.28,0.56,10.4,CTFPE,4695,-120.79,40.39
225,30.0,2018-08-03 10:53:00,,17.9,18.7,1.57,,,55.0,0.0,0.83,10.3,CTFPE,4695,-120.79,40.39
226,29.9,2018-08-03 11:09:00,,17.6,18.3,1.26,,,56.0,0.0,0.0,9.7,CTFPE,4695,-120.79,40.39
227,29.7,2018-08-03 11:23:00,,17.4,18.2,1.32,,,57.0,0.0,0.28,9.5,CTFPE,4695,-120.79,40.39
228,29.5,2018-08-03 11:38:00,,17.1,18.0,0.94,,,57.0,0.0,0.0,9.1,CTFPE,4695,-120.79,40.39
229,29.3,2018-08-03 11:53:00,,16.9,17.8,1.24,,,59.0,0.0,0.0,8.9,CTFPE,4695,-120.79,40.39
230,29.2,2018-08-03 12:09:00,,16.6,17.6,1.29,,,60.0,0.0,0.28,8.7,CTFPE,4695,-120.79,40.39
231,29.0,2018-08-03 12:23:00,,16.6,17.6,1.52,,,61.0,0.0,0.56,8.7,CTFPE,4695,-120.79,40.39
232,28.8,2018-08-03 12:39:00,,16.4,17.5,1.71,,,61.0,0.0,0.56,8.9,CTFPE,4695,-120.79,40.39
233,28.7,2018-08-03 12:53:00,,16.2,17.3,2.03,,,62.0,0.0,0.56,9.0,CTFPE,4695,-120.79,40.39
234,28.6,2018-08-03 13:08:00,,16.0,17.2,1.98,,,63.0,0.0,0.28,8.7,CTFPE,4695,-120.79,40.39
235,28.4,2018-08-03 13:24:00,,15.9,17.0,2.13,,,65.0,0.0,0.28,8.4,CTFPE,4695,-120.79,40.39
236,28.2,2018-08-03 13:38:00,,16.0,17.1,2.44,,,66.0,0.0,0.28,8.5,CTFPE,4695,-120.79,40.39
237,28.1,2018-08-03 13:53:00,,16.2,17.3,2.85,,,67.0,0.0,0.0,8.7,CTFPE,4695,-120.79,40.39
238,27.9,2018-08-03 14:08:00,,16.4,17.4,3.46,,,69.0,0.0,0.0,8.9,CTFPE,4695,-120.79,40.39
239,27.8,2018-08-03 14:23:00,,16.5,17.5,3.96,,,70.0,0.0,0.28,9.2,CTFPE,4695,-120.79,40.39
240,27.6,2018-08-03 14:38:00,,16.9,17.8,4.64,,,71.0,0.0,0.0,9.7,CTFPE,4695,-120.79,40.39
241,27.5,2018-08-03 14:54:00,,17.5,18.2,5.52,,,72.0,0.0,0.56,10.4,CTFPE,4695,-120.79,40.39
242,27.4,2018-08-03 15:09:00,,18.6,18.7,6.47,,,71.0,0.0,0.0,11.6,CTFPE,4695,-120.79,40.39
243,27.2,2018-08-03 15:23:00,SSE,19.4,19.2,6.82,,160.0,69.0,0.28,0.56,12.4,CTFPE,4695,-120.79,40.39
244,27.1,2018-08-03 15:38:00,,20.8,20.5,7.47,,,68.0,0.0,0.56,13.3,CTFPE,4695,-120.79,40.39
245,27.1,2018-08-03 15:53:00,,22.0,21.9,8.13,,,65.0,0.0,0.28,14.7,CTFPE,4695,-120.79,40.39
246,26.9,2018-08-03 16:23:00,SSE,25.2,25.0,8.95,,160.0,62.0,0.28,1.11,16.3,CTFPE,4695,-120.79,40.39
247,26.9,2018-08-03 16:38:00,S,26.7,25.9,9.21,,175.0,57.0,0.28,0.56,17.9,CTFPE,4695,-120.79,40.39
248,26.9,2018-08-03 16:53:00,SSE,28.1,25.6,9.52,,165.0,55.0,0.56,0.83,18.8,CTFPE,4695,-120.79,40.39
249,26.9,2018-08-03 17:08:00,SSE,30.0,25.8,9.61,,150.0,52.0,0.56,0.83,19.8,CTFPE,4695,-120.79,40.39
250,26.9,2018-08-03 17:23:00,SE,33.7,29.5,9.65,,145.0,49.0,1.67,2.78,20.8,CTFPE,4695,-120.79,40.39
251,26.9,2018-08-03 17:38:00,SE,37.6,31.4,9.9,,140.0,46.0,1.39,2.78,22.1,CTFPE,4695,-120.79,40.39
252,27.1,2018-08-03 17:53:00,NNW,41.4,29.6,11.06,,340.0,44.0,0.83,2.22,24.1,CTFPE,4695,-120.79,40.39
253,27.2,2018-08-03 18:08:00,SSE,43.2,37.1,9.59,,155.0,38.0,2.78,5.28,24.9,CTFPE,4695,-120.79,40.39
254,27.6,2018-08-03 18:39:00,SSW,48.8,45.3,8.65,,210.0,33.0,2.78,5.0,26.2,CTFPE,4695,-120.79,40.39
255,28.2,2018-08-03 19:08:00,SW,52.4,50.0,9.27,26.51,225.0,33.0,2.78,5.56,26.9,CTFPE,4695,-120.79,40.39
256,28.6,2018-08-03 19:23:00,WSW,53.6,52.2,9.18,26.4,245.0,33.0,1.94,7.5,26.8,CTFPE,4695,-120.79,40.39
257,29.0,2018-08-03 19:38:00,WSW,55.1,53.3,9.63,26.74,255.0,33.0,1.94,6.67,27.3,CTFPE,4695,-120.79,40.39
258,29.4,2018-08-03 19:53:00,S,56.6,54.4,9.26,26.76,180.0,32.0,3.33,7.5,27.4,CTFPE,4695,-120.79,40.39
259,29.8,2018-08-03 20:09:00,SSW,56.9,56.3,9.17,26.7,200.0,32.0,3.61,6.94,27.3,CTFPE,4695,-120.79,40.39
260,30.3,2018-08-03 20:23:00,SSE,57.8,56.5,9.35,26.83,160.0,32.0,3.61,6.94,27.5,CTFPE,4695,-120.79,40.39
261,30.8,2018-08-03 20:38:00,SSE,58.7,57.4,9.96,27.34,155.0,32.0,1.94,7.78,28.2,CTFPE,4695,-120.79,40.39
262,31.2,2018-08-03 20:53:00,SW,57.3,57.4,10.31,27.66,230.0,32.0,2.78,5.83,28.6,CTFPE,4695,-120.79,40.39
263,31.7,2018-08-03 21:09:00,SSW,58.2,57.4,10.95,27.89,200.0,33.0,2.5,6.39,28.8,CTFPE,4695,-120.79,40.39
264,32.5,2018-08-03 21:38:00,S,58.8,58.2,10.23,27.58,190.0,32.0,2.78,7.22,28.5,CTFPE,4695,-120.79,40.39
265,33.0,2018-08-03 21:53:00,WSW,58.2,58.7,10.58,27.91,245.0,32.0,3.06,8.33,28.9,CTFPE,4695,-120.79,40.39
266,33.4,2018-08-03 22:08:00,SSW,58.4,57.9,10.19,27.93,210.0,31.0,2.5,5.83,29.0,CTFPE,4695,-120.79,40.39
267,33.8,2018-08-03 22:23:00,WNW,56.5,57.5,10.72,28.46,300.0,31.0,2.78,6.67,29.6,CTFPE,4695,-120.79,40.39
268,34.3,2018-08-03 22:38:00,WSW,56.7,57.2,10.72,28.46,255.0,31.0,2.5,5.56,29.6,CTFPE,4695,-120.79,40.39
269,34.6,2018-08-03 22:53:00,SW,56.2,56.4,10.72,28.46,225.0,31.0,1.67,5.83,29.6,CTFPE,4695,-120.79,40.39
270,35.0,2018-08-03 23:08:00,NW,55.5,55.2,10.37,28.1,305.0,31.0,2.5,5.83,29.2,CTFPE,4695,-120.79,40.39
271,35.3,2018-08-03 23:23:00,WSW,54.8,53.9,10.54,28.28,240.0,31.0,2.78,7.5,29.4,CTFPE,4695,-120.79,40.39
272,35.6,2018-08-03 23:38:00,SSW,53.4,52.7,10.19,27.93,195.0,31.0,2.5,5.83,29.0,CTFPE,4695,-120.79,40.39
273,35.9,2018-08-03 23:53:00,SW,52.0,51.9,10.19,27.93,225.0,31.0,1.94,6.67,29.0,CTFPE,4695,-120.79,40.39
274,36.2,2018-08-04 00:08:00,SW,50.1,50.4,9.27,27.47,215.0,30.0,3.33,8.06,28.5,CTFPE,4695,-120.79,40.39
275,36.4,2018-08-04 00:23:00,S,49.1,45.9,9.53,27.71,185.0,30.0,2.22,7.78,28.8,CTFPE,4695,-120.79,40.39
276,36.6,2018-08-04 00:38:00,NNW,48.1,41.7,8.51,27.2,345.0,29.0,1.39,6.11,28.2,CTFPE,4695,-120.79,40.39
277,36.8,2018-08-04 00:53:00,WNW,46.3,39.2,8.42,27.12,295.0,29.0,1.67,6.39,28.1,CTFPE,4695,-120.79,40.39
278,37.0,2018-08-04 01:09:00,SW,44.4,37.4,8.07,26.84,225.0,29.0,1.94,5.0,27.7,CTFPE,4695,-120.79,40.39
279,37.0,2018-08-04 01:23:00,W,42.6,36.2,7.81,26.64,275.0,29.0,0.83,5.56,27.4,CTFPE,4695,-120.79,40.39
280,37.1,2018-08-04 01:53:00,SW,37.3,33.6,7.21,,215.0,31.0,2.22,5.83,25.6,CTFPE,4695,-120.79,40.39
281,37.2,2018-08-04 02:08:00,W,35.6,32.6,6.68,,275.0,31.0,1.94,5.0,25.0,CTFPE,4695,-120.79,40.39
282,37.1,2018-08-04 02:23:00,SSW,34.6,31.9,6.7,,210.0,32.0,1.67,4.72,24.5,CTFPE,4695,-120.79,40.39
283,37.0,2018-08-04 02:38:00,SSW,33.5,31.1,6.44,,200.0,32.0,1.11,5.28,24.2,CTFPE,4695,-120.79,40.39
284,37.0,2018-08-04 02:53:00,SW,32.2,30.3,6.53,,220.0,33.0,2.5,5.28,23.8,CTFPE,4695,-120.79,40.39
285,36.8,2018-08-04 03:08:00,SW,31.2,29.4,6.53,,230.0,34.0,1.39,3.06,23.3,CTFPE,4695,-120.79,40.39
286,36.6,2018-08-04 03:23:00,WNW,30.2,28.8,5.99,,290.0,34.0,0.56,2.78,22.7,CTFPE,4695,-120.79,40.39
287,36.4,2018-08-04 03:38:00,WSW,29.6,28.0,5.88,,245.0,35.0,0.83,2.78,22.1,CTFPE,4695,-120.79,40.39
288,36.2,2018-08-04 03:53:00,SW,28.8,27.4,5.75,,225.0,36.0,1.39,3.33,21.5,CTFPE,4695,-120.79,40.39
289,36.0,2018-08-04 04:08:00,SW,28.2,26.9,5.25,,230.0,37.0,1.11,2.78,20.5,CTFPE,4695,-120.79,40.39
290,35.8,2018-08-04 04:23:00,WSW,27.5,26.4,5.37,,240.0,38.0,1.39,3.06,20.2,CTFPE,4695,-120.79,40.39
291,35.6,2018-08-04 04:38:00,WSW,27.0,25.9,5.84,,255.0,39.0,0.83,3.06,20.3,CTFPE,4695,-120.79,40.39
292,35.3,2018-08-04 04:53:00,W,26.6,25.6,5.57,,265.0,40.0,0.83,2.22,19.6,CTFPE,4695,-120.79,40.39
293,35.1,2018-08-04 05:08:00,W,26.1,25.1,5.55,,270.0,42.0,0.83,2.5,18.8,CTFPE,4695,-120.79,40.39
294,34.8,2018-08-04 05:23:00,WNW,25.7,24.8,5.89,,285.0,43.0,0.83,2.5,18.8,CTFPE,4695,-120.79,40.39
295,34.6,2018-08-04 05:38:00,WSW,25.2,24.4,5.77,,255.0,44.0,0.28,2.78,18.3,CTFPE,4695,-120.79,40.39
296,34.3,2018-08-04 05:53:00,W,24.7,24.0,5.13,,270.0,46.0,0.56,1.11,16.9,CTFPE,4695,-120.79,40.39
297,34.1,2018-08-04 06:08:00,W,24.3,23.7,4.92,,270.0,48.0,0.56,1.39,16.0,CTFPE,4695,-120.79,40.39
298,33.8,2018-08-04 06:23:00,WNW,23.9,23.3,5.05,,295.0,50.0,0.28,1.67,15.5,CTFPE,4695,-120.79,40.39
299,33.6,2018-08-04 06:38:00,,23.4,23.1,4.87,,,52.0,0.0,0.56,14.7,CTFPE,4695,-120.79,40.39
300,33.4,2018-08-04 06:53:00,,23.0,22.6,4.76,,,54.0,0.0,0.0,14.0,CTFPE,4695,-120.79,40.39
301,33.1,2018-08-04 07:09:00,,22.5,22.2,4.98,,,57.0,0.0,0.56,13.4,CTFPE,4695,-120.79,40.39
302,33.0,2018-08-04 07:23:00,,22.2,21.9,5.2,,,59.0,0.0,0.83,13.1,CTFPE,4695,-120.79,40.39
303,32.7,2018-08-04 07:38:00,,21.8,21.6,5.3,,,61.0,0.0,0.56,12.7,CTFPE,4695,-120.79,40.39
304,32.5,2018-08-04 07:53:00,,21.4,21.3,5.07,,,62.0,0.0,0.0,12.2,CTFPE,4695,-120.79,40.39
305,32.3,2018-08-04 08:08:00,,21.0,21.0,5.15,,,64.0,0.0,0.56,11.8,CTFPE,4695,-120.79,40.39
306,31.9,2018-08-04 08:38:00,,20.4,20.4,4.86,,,67.0,0.0,0.28,10.8,CTFPE,4695,-120.79,40.39
307,31.6,2018-08-04 08:53:00,WNW,20.1,20.2,5.09,,295.0,69.0,0.56,0.83,10.6,CTFPE,4695,-120.79,40.39
308,31.4,2018-08-04 09:08:00,,19.8,20.0,4.9,,,69.0,0.0,0.28,10.4,CTFPE,4695,-120.79,40.39
309,31.3,2018-08-04 09:23:00,,19.5,19.7,4.9,,,69.0,0.0,0.56,10.4,CTFPE,4695,-120.79,40.39
310,31.0,2018-08-04 09:38:00,NNW,19.1,19.5,4.71,,330.0,69.0,0.28,0.56,10.2,CTFPE,4695,-120.79,40.39
311,30.9,2018-08-04 09:53:00,,18.9,19.3,4.61,,,69.0,0.0,0.56,10.1,CTFPE,4695,-120.79,40.39
312,30.7,2018-08-04 10:08:00,NW,18.7,19.0,4.52,,315.0,69.0,0.28,1.39,10.0,CTFPE,4695,-120.79,40.39
313,30.3,2018-08-04 10:38:00,,18.2,18.7,4.32,,,69.0,0.0,0.83,9.8,CTFPE,4695,-120.79,40.39
314,30.1,2018-08-04 10:53:00,,17.9,18.4,4.44,,,70.0,0.0,0.56,9.7,CTFPE,4695,-120.79,40.39
315,29.8,2018-08-04 11:09:00,,17.8,18.2,4.45,,,71.0,0.0,0.0,9.5,CTFPE,4695,-120.79,40.39
316,29.7,2018-08-04 11:23:00,,17.6,18.1,4.17,,,72.0,0.0,0.0,9.0,CTFPE,4695,-120.79,40.39
317,29.5,2018-08-04 11:38:00,,17.3,17.8,4.17,,,73.0,0.0,0.0,8.8,CTFPE,4695,-120.79,40.39
318,29.3,2018-08-04 11:53:00,,17.0,17.6,3.88,,,73.0,0.0,0.28,8.5,CTFPE,4695,-120.79,40.39
319,29.2,2018-08-04 12:08:00,,16.7,17.5,3.79,,,74.0,0.0,0.0,8.2,CTFPE,4695,-120.79,40.39
320,29.0,2018-08-04 12:23:00,,16.5,17.2,3.79,,,75.0,0.0,0.28,8.0,CTFPE,4695,-120.79,40.39
321,28.8,2018-08-04 12:38:00,,16.2,17.0,3.6,,,75.0,0.0,0.0,7.8,CTFPE,4695,-120.79,40.39
322,28.6,2018-08-04 12:54:00,,16.0,16.9,3.5,,,76.0,0.0,0.28,7.5,CTFPE,4695,-120.79,40.39
323,28.5,2018-08-04 13:08:00,,15.9,16.7,3.5,,,76.0,0.0,0.0,7.5,CTFPE,4695,-120.79,40.39
324,28.3,2018-08-04 13:23:00,,15.8,16.7,3.59,,,77.0,0.0,0.56,7.4,CTFPE,4695,-120.79,40.39
325,28.1,2018-08-04 13:38:00,,15.7,16.6,3.59,,,77.0,0.0,0.0,7.4,CTFPE,4695,-120.79,40.39
326,28.0,2018-08-04 13:53:00,NW,15.9,16.9,4.06,,325.0,78.0,0.28,0.56,7.7,CTFPE,4695,-120.79,40.39
327,27.9,2018-08-04 14:08:00,NNW,16.2,17.2,4.84,,345.0,78.0,0.28,0.56,8.5,CTFPE,4695,-120.79,40.39
328,27.7,2018-08-04 14:23:00,,16.6,17.5,5.14,,,77.0,0.0,0.28,9.0,CTFPE,4695,-120.79,40.39
329,27.5,2018-08-04 14:38:00,,17.5,17.9,5.82,,,77.0,0.0,0.0,9.7,CTFPE,4695,-120.79,40.39
330,27.4,2018-08-04 14:53:00,,17.6,18.0,6.5,,,76.0,0.0,0.56,10.6,CTFPE,4695,-120.79,40.39
331,27.3,2018-08-04 15:08:00,,21.5,18.5,7.17,,,73.0,0.0,0.56,11.9,CTFPE,4695,-120.79,40.39
332,27.1,2018-08-04 15:23:00,SSE,24.0,19.2,8.64,,150.0,69.0,0.56,1.39,14.3,CTFPE,4695,-120.79,40.39
333,27.0,2018-08-04 15:39:00,SSE,27.1,23.1,9.24,,150.0,62.0,1.39,1.67,16.6,CTFPE,4695,-120.79,40.39
334,27.0,2018-08-04 16:08:00,ESE,32.2,31.2,9.99,,110.0,54.0,0.56,2.22,19.6,CTFPE,4695,-120.79,40.39
335,27.0,2018-08-04 16:39:00,SSW,37.7,34.7,9.94,,195.0,45.0,0.56,4.44,22.5,CTFPE,4695,-120.79,40.39
336,27.3,2018-08-04 17:08:00,SW,42.0,27.6,8.73,,225.0,41.0,1.67,6.67,22.7,CTFPE,4695,-120.79,40.39
337,27.5,2018-08-04 17:23:00,SSW,43.3,32.4,8.54,,210.0,39.0,1.67,3.89,23.3,CTFPE,4695,-120.79,40.39
338,27.6,2018-08-04 17:39:00,SW,45.5,34.0,7.76,,215.0,37.0,3.06,5.56,23.3,CTFPE,4695,-120.79,40.39
339,27.9,2018-08-04 17:53:00,WNW,47.3,30.8,8.39,,300.0,37.0,3.06,6.11,24.0,CTFPE,4695,-120.79,40.39
340,28.2,2018-08-04 18:08:00,S,48.1,38.7,8.48,,185.0,37.0,2.5,6.67,24.1,CTFPE,4695,-120.79,40.39
341,28.5,2018-08-04 18:23:00,SSE,50.4,43.5,8.16,,160.0,36.0,3.89,6.67,24.2,CTFPE,4695,-120.79,40.39
342,28.8,2018-08-04 18:38:00,WSW,51.6,47.0,8.19,,255.0,35.0,3.06,6.94,24.7,CTFPE,4695,-120.79,40.39
343,29.2,2018-08-04 18:53:00,SSE,52.6,48.9,8.37,,165.0,35.0,1.67,6.67,24.9,CTFPE,4695,-120.79,40.39
344,29.6,2018-08-04 19:09:00,SSE,53.6,50.8,8.99,,165.0,35.0,2.5,5.56,25.6,CTFPE,4695,-120.79,40.39
345,29.9,2018-08-04 19:23:00,SW,55.1,52.1,9.35,,215.0,35.0,1.67,6.67,26.0,CTFPE,4695,-120.79,40.39
346,30.3,2018-08-04 19:38:00,W,55.4,53.0,8.81,,275.0,35.0,3.33,8.89,25.4,CTFPE,4695,-120.79,40.39
347,30.7,2018-08-04 19:53:00,WSW,56.3,54.6,8.99,,245.0,35.0,4.17,7.5,25.6,CTFPE,4695,-120.79,40.39
348,31.1,2018-08-04 20:08:00,NW,57.7,54.9,9.17,,310.0,35.0,2.78,8.61,25.8,CTFPE,4695,-120.79,40.39
349,31.5,2018-08-04 20:23:00,W,57.5,55.8,9.62,,280.0,35.0,2.22,6.39,26.3,CTFPE,4695,-120.79,40.39
350,32.0,2018-08-04 20:38:00,WNW,58.2,55.7,9.53,,295.0,35.0,3.61,6.39,26.2,CTFPE,4695,-120.79,40.39
351,32.4,2018-08-04 20:53:00,W,58.5,56.7,9.53,,275.0,35.0,2.78,6.67,26.2,CTFPE,4695,-120.79,40.39
352,32.8,2018-08-04 21:09:00,S,57.2,57.8,9.1,,185.0,34.0,2.78,8.61,26.2,CTFPE,4695,-120.79,40.39
353,33.1,2018-08-04 21:23:00,SW,57.3,57.3,8.92,,215.0,34.0,3.89,9.72,26.0,CTFPE,4695,-120.79,40.39
354,33.6,2018-08-04 21:38:00,SSE,57.4,57.9,8.65,,155.0,33.0,3.33,7.78,26.2,CTFPE,4695,-120.79,40.39
355,34.0,2018-08-04 21:53:00,SSW,57.8,56.8,8.48,,205.0,33.0,3.89,6.94,26.0,CTFPE,4695,-120.79,40.39
356,34.3,2018-08-04 22:08:00,SSW,57.3,56.3,8.74,,200.0,33.0,2.5,6.67,26.3,CTFPE,4695,-120.79,40.39
357,34.7,2018-08-04 22:23:00,SSW,57.1,55.9,8.38,,210.0,32.0,3.06,6.94,26.4,CTFPE,4695,-120.79,40.39
358,35.0,2018-08-04 22:38:00,SW,57.1,55.7,8.47,,225.0,32.0,2.5,7.22,26.5,CTFPE,4695,-120.79,40.39
359,35.3,2018-08-04 22:53:00,SW,56.0,54.6,7.65,,235.0,31.0,2.5,7.78,26.1,CTFPE,4695,-120.79,40.39
360,35.7,2018-08-04 23:08:00,NNE,54.4,54.3,7.82,,15.0,31.0,1.67,5.56,26.3,CTFPE,4695,-120.79,40.39
361,35.9,2018-08-04 23:23:00,NW,54.1,53.8,7.56,,305.0,31.0,2.78,8.89,26.0,CTFPE,4695,-120.79,40.39
362,36.2,2018-08-04 23:38:00,SSE,52.2,52.1,7.38,,160.0,31.0,3.61,7.5,25.8,CTFPE,4695,-120.79,40.39
363,36.4,2018-08-04 23:53:00,W,52.2,51.5,7.56,,265.0,31.0,2.78,6.39,26.0,CTFPE,4695,-120.79,40.39
364,36.6,2018-08-05 00:08:00,S,50.1,49.7,7.21,,190.0,31.0,3.06,6.39,25.6,CTFPE,4695,-120.79,40.39
365,36.9,2018-08-05 00:23:00,W,48.9,44.6,7.3,,275.0,31.0,1.94,5.0,25.7,CTFPE,4695,-120.79,40.39
366,37.0,2018-08-05 00:38:00,S,47.8,41.0,7.03,,190.0,31.0,2.22,6.67,25.4,CTFPE,4695,-120.79,40.39
367,37.1,2018-08-05 00:53:00,SSE,45.7,38.4,7.14,,155.0,32.0,2.78,5.83,25.0,CTFPE,4695,-120.79,40.39
368,37.3,2018-08-05 01:08:00,WSW,44.1,36.5,7.42,,250.0,33.0,3.06,6.39,24.8,CTFPE,4695,-120.79,40.39
369,37.4,2018-08-05 01:23:00,NW,42.2,35.1,7.33,,305.0,33.0,1.67,4.44,24.7,CTFPE,4695,-120.79,40.39
370,37.4,2018-08-05 01:38:00,SSW,38.9,34.0,6.97,,205.0,34.0,1.94,4.44,23.8,CTFPE,4695,-120.79,40.39
371,37.5,2018-08-05 01:53:00,W,36.9,32.8,6.86,,265.0,35.0,1.67,5.56,23.2,CTFPE,4695,-120.79,40.39
372,37.4,2018-08-05 02:08:00,SW,35.0,31.8,6.15,,235.0,35.0,1.94,5.28,22.4,CTFPE,4695,-120.79,40.39
373,37.4,2018-08-05 02:24:00,WSW,33.9,30.7,6.2,,245.0,36.0,1.67,3.61,22.0,CTFPE,4695,-120.79,40.39
374,37.2,2018-08-05 02:38:00,W,32.7,29.9,5.75,,280.0,36.0,1.39,3.89,21.5,CTFPE,4695,-120.79,40.39
375,37.1,2018-08-05 02:53:00,WNW,31.8,29.1,5.4,,295.0,36.0,0.28,1.39,21.1,CTFPE,4695,-120.79,40.39
376,37.0,2018-08-05 03:08:00,WNW,30.7,28.3,5.1,,300.0,38.0,0.83,1.39,19.9,CTFPE,4695,-120.79,40.39
377,36.7,2018-08-05 03:23:00,WNW,29.8,27.6,4.39,,290.0,39.0,0.56,1.67,18.7,CTFPE,4695,-120.79,40.39
378,36.5,2018-08-05 03:38:00,NNW,28.8,26.7,3.86,,335.0,40.0,0.83,1.67,17.7,CTFPE,4695,-120.79,40.39
