,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,wind_direction_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
191,2018-08-08 23:00:00,SSE,3.15,148.0,2.1,23.67,MSGRB,7786,-122.1944,41.3456
192,2018-08-09 00:00:00,S,3.15,191.2,2.21,21.83,MSGRB,7786,-122.1944,41.3456
193,2018-08-09 01:00:00,SW,6.31,227.7,2.53,24.5,MSGRB,7786,-122.1944,41.3456
194,2018-08-09 02:00:00,SW,6.31,231.1,2.89,23.78,MSGRB,7786,-122.1944,41.3456
195,2018-08-09 03:00:00,WSW,3.15,251.7,1.79,23.17,MSGRB,7786,-122.1944,41.3456
196,2018-08-09 04:00:00,WSW,3.15,242.4,0.37,20.68,MSGRB,7786,-122.1944,41.3456
197,2018-08-09 05:00:00,WSW,3.15,253.2,2.21,19.51,MSGRB,7786,-122.1944,41.3456
198,2018-08-09 06:00:00,NW,6.31,304.3,3.26,17.97,MSGRB,7786,-122.1944,41.3456
199,2018-08-09 07:00:00,E,6.31,93.7,4.52,18.07,MSGRB,7786,-122.1944,41.3456
200,2018-08-09 08:00:00,E,6.31,90.1,4.0,19.52,MSGRB,7786,-122.1944,41.3456
201,2018-08-09 09:00:00,E,6.31,84.8,3.36,19.1,MSGRB,7786,-122.1944,41.3456
202,2018-08-09 10:00:00,E,9.47,88.9,5.68,18.58,MSGRB,7786,-122.1944,41.3456
203,2018-08-09 11:00:00,E,9.47,89.8,7.36,18.36,MSGRB,7786,-122.1944,41.3456
204,2018-08-09 12:00:00,E,9.47,90.6,7.21,18.02,MSGRB,7786,-122.1944,41.3456
205,2018-08-09 13:00:00,E,9.47,86.6,7.78,18.51,MSGRB,7786,-122.1944,41.3456
206,2018-08-09 14:00:00,E,12.62,98.7,8.58,17.74,MSGRB,7786,-122.1944,41.3456
207,2018-08-09 15:00:00,E,12.62,93.2,8.73,18.38,MSGRB,7786,-122.1944,41.3456
208,2018-08-09 16:00:00,E,12.62,94.4,8.1,19.26,MSGRB,7786,-122.1944,41.3456
209,2018-08-09 17:00:00,ESE,9.47,104.7,6.31,20.32,MSGRB,7786,-122.1944,41.3456
210,2018-08-09 18:00:00,ESE,9.47,115.5,6.42,23.0,MSGRB,7786,-122.1944,41.3456
211,2018-08-09 19:00:00,ESE,9.47,114.9,5.73,22.61,MSGRB,7786,-122.1944,41.3456
212,2018-08-09 20:00:00,ESE,6.31,120.0,4.05,21.78,MSGRB,7786,-122.1944,41.3456
213,2018-08-09 21:00:00,SE,6.31,128.7,3.21,23.06,MSGRB,7786,-122.1944,41.3456
214,2018-08-09 22:00:00,ESE,6.31,122.3,2.53,23.0,MSGRB,7786,-122.1944,41.3456
215,2018-08-09 23:00:00,SE,3.15,132.4,1.68,23.61,MSGRB,7786,-122.1944,41.3456
216,2018-08-10 04:00:00,SW,6.31,218.9,2.53,19.13,MSGRB,7786,-122.1944,41.3456
217,2018-08-10 05:00:00,WSW,6.31,250.8,3.73,17.46,MSGRB,7786,-122.1944,41.3456
218,2018-08-10 06:00:00,W,6.31,260.2,5.21,16.99,MSGRB,7786,-122.1944,41.3456
219,2018-08-10 07:00:00,WSW,9.47,253.4,4.94,16.14,MSGRB,7786,-122.1944,41.3456
220,2018-08-10 08:00:00,W,6.31,268.0,4.47,15.41,MSGRB,7786,-122.1944,41.3456
221,2018-08-10 09:00:00,WNW,9.47,292.8,4.89,16.39,MSGRB,7786,-122.1944,41.3456
222,2018-08-10 10:00:00,WNW,9.47,302.4,7.26,16.41,MSGRB,7786,-122.1944,41.3456
223,2018-08-10 11:00:00,WNW,9.47,292.7,7.1,15.73,MSGRB,7786,-122.1944,41.3456
224,2018-08-10 12:00:00,WNW,9.47,291.5,7.21,15.41,MSGRB,7786,-122.1944,41.3456
225,2018-08-10 13:00:00,WNW,9.47,292.9,6.68,15.38,MSGRB,7786,-122.1944,41.3456
226,2018-08-10 14:00:00,WNW,9.47,290.7,5.99,15.13,MSGRB,7786,-122.1944,41.3456
227,2018-08-10 15:00:00,WNW,6.31,294.9,5.63,15.91,MSGRB,7786,-122.1944,41.3456
228,2018-08-10 16:00:00,WNW,6.31,296.0,5.0,16.42,MSGRB,7786,-122.1944,41.3456
229,2018-08-10 17:00:00,NW,6.31,304.2,4.68,17.36,MSGRB,7786,-122.1944,41.3456
230,2018-08-10 18:00:00,WNW,6.31,291.9,3.63,18.13,MSGRB,7786,-122.1944,41.3456
231,2018-08-10 19:00:00,W,6.31,277.8,4.62,18.88,MSGRB,7786,-122.1944,41.3456
232,2018-08-10 20:00:00,W,6.31,276.0,3.58,20.16,MSGRB,7786,-122.1944,41.3456
233,2018-08-10 21:00:00,W,6.31,270.4,3.26,21.33,MSGRB,7786,-122.1944,41.3456
234,2018-08-10 22:00:00,W,6.31,272.8,4.05,20.73,MSGRB,7786,-122.1944,41.3456
235,2018-08-10 23:00:00,WSW,6.31,243.6,3.47,21.11,MSGRB,7786,-122.1944,41.3456
236,2018-08-11 00:00:00,SW,6.31,226.0,2.58,22.44,MSGRB,7786,-122.1944,41.3456
237,2018-08-11 01:00:00,WSW,6.31,252.0,3.84,23.39,MSGRB,7786,-122.1944,41.3456
238,2018-08-11 02:00:00,W,6.31,264.0,4.21,21.22,MSGRB,7786,-122.1944,41.3456
239,2018-08-11 03:00:00,W,6.31,277.9,4.31,18.55,MSGRB,7786,-122.1944,41.3456
240,2018-08-11 04:00:00,WNW,9.47,286.4,5.05,17.0,MSGRB,7786,-122.1944,41.3456
241,2018-08-11 05:00:00,WNW,6.31,282.5,4.47,16.32,MSGRB,7786,-122.1944,41.3456
242,2018-08-11 06:00:00,W,9.47,263.9,4.21,15.92,MSGRB,7786,-122.1944,41.3456
243,2018-08-11 07:00:00,W,6.31,260.0,3.47,16.18,MSGRB,7786,-122.1944,41.3456
244,2018-08-11 08:00:00,W,6.31,259.2,3.68,15.89,MSGRB,7786,-122.1944,41.3456
245,2018-08-11 09:00:00,W,6.31,272.7,4.94,15.41,MSGRB,7786,-122.1944,41.3456
246,2018-08-11 10:00:00,W,9.47,266.3,5.73,14.42,MSGRB,7786,-122.1944,41.3456
247,2018-08-11 11:00:00,WSW,9.47,252.4,5.99,14.81,MSGRB,7786,-122.1944,41.3456
